="",="stats_1",="",="",="",="",=""
="",="N",="ll0",="ll",="df",="AIC",="BIC"
="m_nostag_rp9_tvc_1",="5144",=".",="-21756.51",="61",="43635.03",="44034.31"
="m_nostag_rp8_tvc_1",="5144",=".",="-21757.57",="60",="43635.14",="44027.88"
="m_nostag_rp7_tvc_1",="5144",=".",="-21758.69",="59",="43635.37",="44021.56"
="m_nostag_rp6_tvc_1",="5144",=".",="-21759.87",="58",="43635.74",="44015.39"
="m_nostag_rp10_tvc_1",="5144",=".",="-21756.5",="62",="43636.99",="44042.82"
="m_nostag_rp9_tvc_2",="5144",=".",="-21756.23",="63",="43638.47",="44050.84"
="m_nostag_rp8_tvc_2",="5144",=".",="-21757.29",="62",="43638.58",="44044.4"
="m_nostag_rp7_tvc_2",="5144",=".",="-21758.4",="61",="43638.81",="44038.09"
="m_nostag_rp6_tvc_2",="5144",=".",="-21759.58",="60",="43639.17",="44031.9"
="m_nostag_rp10_tvc_2",="5144",=".",="-21756.22",="64",="43640.44",="44059.36"
="m_nostag_rp5_tvc_1",="5144",=".",="-21763.63",="57",="43641.26",="44014.36"
="m_nostag_rp9_tvc_3",="5144",=".",="-21755.73",="65",="43641.45",="44066.92"
="m_nostag_rp8_tvc_3",="5144",=".",="-21756.81",="64",="43641.62",="44060.54"
="m_nostag_rp7_tvc_3",="5144",=".",="-21757.98",="63",="43641.95",="44054.33"
="m_nostag_rp9_tvc_4",="5144",=".",="-21754.07",="67",="43642.13",="44080.69"
="m_nostag_rp6_tvc_3",="5144",=".",="-21759.09",="62",="43642.18",="44048.01"
="m_nostag_rp7_tvc_4",="5144",=".",="-21756.16",="65",="43642.32",="44067.78"
="m_nostag_rp8_tvc_4",="5144",=".",="-21755.26",="66",="43642.52",="44074.53"
="m_nostag_rp6_tvc_4",="5144",=".",="-21757.32",="64",="43642.63",="44061.55"
="m_nostag_rp10_tvc_3",="5144",=".",="-21755.69",="66",="43643.39",="44075.4"
="m_nostag_rp10_tvc_4",="5144",=".",="-21754.08",="68",="43644.16",="44089.26"
="m_nostag_rp5_tvc_4",="5144",=".",="-21759.3",="63",="43644.6",="44056.97"
="m_nostag_rp5_tvc_2",="5144",=".",="-21763.33",="59",="43644.67",="44030.86"
="m_nostag_rp7_tvc_5",="5144",=".",="-21755.52",="67",="43645.03",="44083.59"
="m_nostag_rp6_tvc_5",="5144",=".",="-21757.05",="66",="43646.1",="44078.11"
="m_nostag_rp9_tvc_5",="5144",=".",="-21754.09",="69",="43646.17",="44097.82"
="m_nostag_rp8_tvc_5",="5144",=".",="-21755.16",="68",="43646.32",="44091.42"
="m_nostag_rp7_tvc_6",="5144",=".",="-21754.4",="69",="43646.8",="44098.44"
="m_nostag_rp9_tvc_6",="5144",=".",="-21752.76",="71",="43647.53",="44112.26"
="m_nostag_rp5_tvc_3",="5144",=".",="-21762.91",="61",="43647.83",="44047.11"
="m_nostag_rp8_tvc_6",="5144",=".",="-21754",="70",="43648.01",="44106.2"
="m_nostag_rp10_tvc_5",="5144",=".",="-21754.02",="70",="43648.03",="44106.22"
="m_nostag_rp6_tvc_6",="5144",=".",="-21756.46",="68",="43648.91",="44094.01"
="m_nostag_rp4_tvc_1",="5144",=".",="-21768.78",="56",="43649.56",="44016.12"
="m_nostag_rp5_tvc_6",="5144",=".",="-21758.09",="67",="43650.18",="44088.74"
="m_nostag_rp10_tvc_6",="5144",=".",="-21753.19",="72",="43650.38",="44121.66"
="m_nostag_rp4_tvc_6",="5144",=".",="-21759.2",="66",="43650.41",="44082.42"
="m_nostag_rp8_tvc_7",="5144",=".",="-21753.26",="72",="43650.52",="44121.81"
="m_nostag_rp5_tvc_5",="5144",=".",="-21761.05",="65",="43652.1",="44077.56"
="m_nostag_rp7_tvc_7",="5144",=".",="-21755.31",="71",="43652.62",="44117.36"
="m_nostag_rp9_tvc_7",="5144",=".",="-21753.45",="73",="43652.9",="44130.73"
="m_nostag_rp4_tvc_2",="5144",=".",="-21768.48",="58",="43652.97",="44032.61"
="m_nostag_rp3_tvc_6",="5144",=".",="-21761.52",="65",="43653.04",="44078.51"
="m_nostag_rp5_tvc_7",="5144",=".",="-21757.88",="69",="43653.75",="44105.4"
="m_nostag_rp4_tvc_7",="5144",=".",="-21759.04",="68",="43654.08",="44099.18"
="m_nostag_rp10_tvc_7",="5144",=".",="-21753.09",="74",="43654.17",="44138.55"
="m_nostag_rp6_tvc_7",="5144",=".",="-21757.29",="70",="43654.59",="44112.78"
="m_nostag_rp4_tvc_3",="5144",=".",="-21767.44",="60",="43654.88",="44047.62"
="m_nostag_rp3_tvc_7",="5144",=".",="-21760.97",="67",="43655.95",="44094.5"
="m_nostag_rp3_tvc_5",="5144",=".",="-21765.32",="63",="43656.64",="44069.01"
="m_nostag_rp4_tvc_4",="5144",=".",="-21766.34",="62",="43656.69",="44062.51"
="m_nostag_rp3_tvc_1",="5144",=".",="-21773.48",="55",="43656.95",="44016.96"
="m_nostag_rp4_tvc_5",="5144",=".",="-21764.89",="64",="43657.78",="44076.7"
="m_nostag_rp2_tvc_6",="5144",=".",="-21765.53",="64",="43659.05",="44077.97"
="m_nostag_rp3_tvc_2",="5144",=".",="-21773.21",="57",="43660.43",="44033.53"
="m_nostag_rp2_tvc_7",="5144",=".",="-21765.13",="66",="43662.26",="44094.27"
="m_nostag_rp2_tvc_5",="5144",=".",="-21769.17",="62",="43662.35",="44068.18"
="m_nostag_rp3_tvc_4",="5144",=".",="-21770.43",="61",="43662.86",="44062.14"
="m_nostag_rp3_tvc_3",="5144",=".",="-21772.71",="59",="43663.42",="44049.61"
="m_nostag_rp2_tvc_4",="5144",=".",="-21772.97",="60",="43665.93",="44058.67"
="m_nostag_rp1_tvc_6",="5144",=".",="-21771.64",="63",="43669.29",="44081.66"
="m_nostag_rp2_tvc_3",="5144",=".",="-21776.98",="58",="43669.96",="44049.61"
="m_nostag_rp1_tvc_7",="5144",=".",="-21771.29",="65",="43672.57",="44098.04"
="m_nostag_rp1_tvc_5",="5144",=".",="-21775.39",="61",="43672.78",="44072.06"
="m_nostag_rp1_tvc_4",="5144",=".",="-21779.04",="59",="43676.08",="44062.27"
="m_nostag_rp1_tvc_3",="5144",=".",="-21782.69",="57",="43679.38",="44052.48"
="m_nostag_rp2_tvc_1",="5144",=".",="-21791.03",="54",="43690.06",="44043.53"
="m_nostag_rp2_tvc_2",="5144",=".",="-21790.58",="56",="43693.16",="44059.72"
="m_nostag_rp1_tvc_2",="5144",=".",="-21796.4",="55",="43702.8",="44062.8"
="m_nostag_rp1_tvc_1",="5144",=".",="-21856.23",="53",="43818.46",="44165.38"
